"Category","Brand_Description","Price","Review_Count","Rating"
"Backpack"," +245L Military Tactical Backpack Large Army 3 Day Molle Assault Pack Bug Out Bag Rucksack Daypack for Men Women Outdoor Hiking Army Camping, Army Green  4.6 out of 5 stars 148  50+ bought in past month$31.99$31.99 Typical: $33.97$33.97Join Prime to buy this item at $28.79 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",31,"148","4.6 out of 5 stars"
"Backpack"," Military Tactical Assault Pack Backpack Army Molle Bug Out Bag Backpacks Small Rucksack for Outdoor Hiking Camping Trekking Hunting Brown  4.8 out of 5 stars 1,898  50+ bought in past month$38.99$38.99 List: $59.00$59.00 FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",38,"1,898","4.8 out of 5 stars"
"Backpack"," EMDMAK Military Tactical Backpack, Large Military Pack Army 3 Day Assault Pack Molle Bag Rucksack  4.6 out of 5 stars 4,942  100+ bought in past month$31.99$31.99 List: $39.95$39.95 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 More Buying Choices$30.71(3 used & new offers)",31,"4,942","4.6 out of 5 stars"
"Backpack"," +4outdoor plus Camo Backpack for Boys,Waterproof Army Bookbag with USB Charging Port, Camoflauge Teen Boys Backpack for School  4.7 out of 5 stars 426  $35.99$35.99 FREE delivery Thu, Feb 1 Or fastest delivery Mon, Jan 29 ",35,"426","4.7 out of 5 stars"
"Backpack"," vAv YAKEDA Tactical Backpack, Large 3 Day MOLLE Assault Pack Backpack Bug out Bag Backpack  4.5 out of 5 stars 83  $35.99$35.99Join Prime to buy this item at $28.79 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",35,"83","4.5 out of 5 stars"
"Backpack"," +1Tactical Day Pack Backpack for Everyday  4.6 out of 5 stars 9,316  1K+ bought in past month$28.59$28.59 List: $32.99$32.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$23.99(5 used & new offers)",28,"9,316","4.6 out of 5 stars"
"Backpack"," +15NICGID Sling Bag Chest Shoulder Backpack Crossbody Bags for Men Women  4.5 out of 5 stars 16,464  $24.99$24.995% coupon applied at checkoutSave 5%  with coupon (some sizes/colors)  FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",24,"16,464","4.5 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack For Men Highland Assault Large Army Pack 3 Day Molle Bug Out Bag With Water Cup Bag Outdoor Camping Hiking Daypack Black Rucksack  4.9 out of 5 stars 19  200+ bought in past month$28.89$28.89 Typical: $31.99$31.9910% off promotion available FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$27.71(3 used & new offers)",28,"19","4.9 out of 5 stars"
"Backpack"," +17LHI Tactical Military Backpack for Men and Women 25L/35L Army Assault Pack Bag Small Rucksack with Bottle Holder  Options:2 sizes4.8 out of 5 stars 620  100+ bought in past month$39.99$39.99 List: $59.99$59.99 FREE delivery Wed, Jan 31 ",39,"620","4.8 out of 5 stars"
"Backpack"," QT&QY 45L Military Tactical Backpacks For Men Camping Hiking Trekking Daypack Bug Out Bag Lage MOLLE 3 Day Assault Pack  4.7 out of 5 stars 1,736  200+ bought in past month$35.99$35.99 List: $49.99$49.99Join Prime to buy this item at $32.39 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",35,"1,736","4.7 out of 5 stars"
"Backpack"," +2Gelindo 35L Tactical Hunting Backpacks - Military Molle Backpack Survival Bag - Small Tactical Backpack with Molle System for Men  Options:2 sizes4.6 out of 5 stars 529  $26.96$26.96 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",26,"529","4.6 out of 5 stars"
"Backpack"," Wraifa Boys Backpack With Lunch Box Waterproof Kids School Bag Outdoor Travel Camping Daypack Camo Backpack for Boys Rucksack(Amy Green With Lunch Box, Small)  Options:2 sizes4.3 out of 5 stars 1,282  $36.99$36.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",36,"1,282","4.3 out of 5 stars"
"Backpack"," HUNTVP Military MOLLE Backpack Hunting Rucksack Gear Tactical Backpack Assault Pack 25L (Army Green)  4.6 out of 5 stars 130  $30.99$30.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",30,"130","4.6 out of 5 stars"
"Backpack"," Military Tactical Backpack Molle Bag Army Assault Pack Detachable Rucksack  4.7 out of 5 stars 1,342  50+ bought in past month$38.99$38.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",38,"1,342","4.7 out of 5 stars"
"Backpack"," ArcEnCiel 10L/20L Mini X-Small Tactical Backpack MOLLE Daypack Gear Pack Camping Bag with Patch  Options:2 sizes4.6 out of 5 stars 661  $21.99$21.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",21,"661","4.6 out of 5 stars"
"Backpack"," +7FUEL Multi-Pocket Cargo Backpack with High Capacity Top-Loader Entry - Army Camo  4.4 out of 5 stars 544  $27.49$27.49FREE delivery Feb 1 - 2 Or fastest delivery Tue, Jan 30 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ",27,"544","4.4 out of 5 stars"
"Backpack"," outdoor plus Camo Backpack,Military Teen Boys Backpacks for School, Army Bookbag with USB Charging Port,40L  4.7 out of 5 stars 1,824  $36.99$36.99 List: $41.99$41.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",36,"1,824","4.7 out of 5 stars"
"Backpack"," +10 colors/patternsYOREPEK Travel Backpack, Extra Large 50L Laptop Backpacks for Men Women, Water Resistant College Backpacks Airline Approved Business Work Bag with USB Charging Port Fits 17 Inch Computer, Black  Options:3 sizes4.7 out of 5 stars 42,850  6K+ bought in past month$32.99$32.99 List: $59.99$59.99Buy 2, Save 5% on every 2 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) Carbonfree CertifiedMore Buying Choices$25.25(7 used & new offers)",32,"42,850","4.7 out of 5 stars"
"Backpack"," Military Tactical Backpack, 45L Water Resistant Army Pack Multi-pocket Laptop Backpack 3 Day Bug Out Bag, Includes 1 Tool Bag, 1 Carabiner and 2 Side Pockets  4.8 out of 5 stars 58  $34.99$34.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",34,"58","4.8 out of 5 stars"
"Backpack"," +13Military Tactical Backpack for Men and Women Army 3 Days Assault Pack Bag Large Rucksack with Molle System for Hiking Cycling Skiing Camping Climbing  4.7 out of 5 stars 307  $43.99$43.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",43,"307","4.7 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack for Men and Women Molle Army 3 Days Assault Pack Bag Large Rucksack traveling bag (Black)  4.4 out of 5 stars 42  $29.99$29.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 ",29,"42","4.4 out of 5 stars"
"Backpack"," GZ XINXING 45L Large Molle 3 Day Assault Pack Military Tactical Army Backpack Bug Out Bag Rucksack Daypack  4.7 out of 5 stars 3,813  200+ bought in past month$34.99$34.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 ",34,"Amazon's Choice: Overall Pick","4.7 out of 5 stars"
"Backpack"," +1REEBOW GEAR Military Tactical Backpack Large Army 3 Day Assault Pack Molle Bag Backpacks  4.7 out of 5 stars 21,524  3K+ bought in past month$39.99$39.99 List: $49.99$49.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 More Buying Choices$37.49(4 used & new offers)",39,"21,524","4.7 out of 5 stars"
"Backpack"," +3CVLIFE Tactical Backpack Military Army Rucksack 60L Large Assault Pack Detachable Molle Bag…  4.6 out of 5 stars 9,607  200+ bought in past month$39.99$39.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",39,"9,607","4.6 out of 5 stars"
"Backpack"," +6MOLLE Assault Pack, Tactical Backpack Military Army Camping Rucksack, 3-Day Pack  4.7 out of 5 stars 8,408  600+ bought in past month$30.99$30.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 More Buying Choices$30.68(4 used & new offers)",30,"8,408","4.7 out of 5 stars"
"Backpack"," +2SOG Specialty Knives & Tools Ninja Tactical Daypack Backpack, Olive Drab Green, One Size  4.7 out of 5 stars 11,747  600+ bought in past month$31.80$31.80 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$29.42(5 used & new offers)",31,"11,747","4.7 out of 5 stars"
"Backpack"," +3Military tactical backpack, backpack for men black tactical backpack small tactical backpack assault bag  Options:2 sizes4.7 out of 5 stars 1,452  1K+ bought in past month$28.99$28.99 List: $33.99$33.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 More Buying Choices$25.44(3 used & new offers)",28,"1,452","4.7 out of 5 stars"
"Backpack"," +135-45L Military Tactical Backpack for Men and Women Army 3 Day Assault Pack Bag Large Rucksack with Molle System  4.6 out of 5 stars 448  100+ bought in past month$32.99$32.99 List: $49.99$49.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",32,"448","4.6 out of 5 stars"
"Backpack"," +2Tactical Military Backpack for Man, 45L Waterproof Army Pack Rucksack Hiking Laptop Backpack 3 Day Bug Out Bag, Includes Two Flags and Two Carabiner  4.6 out of 5 stars 498  200+ bought in past month$38.99$38.99 FREE delivery Fri, Feb 2 ",38,"498","4.6 out of 5 stars"
"Backpack"," +10QT&QY 45L Military Tactical Backpacks Molle Army Assault Pack 3 Day Bug Out Bag Hiking Treeking Rucksack…  4.7 out of 5 stars 8,754  400+ bought in past month$35.99$35.99Join Prime to buy this item at $32.39 FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",35,"8,754","4.7 out of 5 stars"
"Backpack"," +3Gootium 21101AMG Specially High Density Thick Canvas Backpack Rucksack, Army Green, Large  Options:2 sizes4.7 out of 5 stars 6,519  200+ bought in past month$49.99$49.99 List: $72.50$72.505% coupon applied at checkoutSave 5%  with coupon  FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",49,"6,519","4.7 out of 5 stars"
"Backpack"," +1Tactical Backpack Military Army Daypack - Assault Pack for Men Molle Backpacks Bug Out Bag 3 Day Pack for Hiking Camping Travel Hunting Rucksack Trekking Coyote  4.3 out of 5 stars 16  50+ bought in past month$32.99$32.99Save 10% on 2 select item(s) FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",32,"16","4.3 out of 5 stars"
"Backpack"," Military Tactical Backpack - Large Army 3 Day Assault Pack Molle Bag Rucksack,40L  4.8 out of 5 stars 3,569  100+ bought in past month$27.99$27.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",27,"3,569","4.8 out of 5 stars"
"Backpack"," Military Tactical Backpack for Men, Survival Army Backpacks for Camping Hiking Trekking  4.6 out of 5 stars 282  $45.88$45.88 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",45,"282","4.6 out of 5 stars"
"Backpack"," Tactical Backpack Military Molle Bag Hiking Daypacks for Camping Trekking Hunting Traveling Motorcycle  4.3 out of 5 stars 1,292  100+ bought in past month$30.99$30.99Join Prime to buy this item at $27.89 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 More Buying Choices$25.18(2 used & new offers)",30,"1,292","4.3 out of 5 stars"
"Backpack"," Mardingtop 25L Tactical Backpacks Molle Hiking daypacks for Camping Hiking Military Traveling Motorcycle  4.4 out of 5 stars 522  $38.99$38.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",38,"522","4.4 out of 5 stars"
"Backpack"," +11LHI Military Tactical Backpack for Men and Women 45L Army 3 Days Assault Pack Bag Large Rucksack with Molle System  4.7 out of 5 stars 5,108  500+ bought in past month$39.99$39.99 FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",39,"5,108","4.7 out of 5 stars"
"Backpack"," +15QT&QY 25L/35L/45L Military Tactical Backpack For Men Molle Daypack 3 Day Bug Out Bag Hiking Rucksack With Bottle Holder  4.7 out of 5 stars 2,979  1K+ bought in past month$35.99$35.99Join Prime to buy this item at $31.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",35,"2,979","4.7 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack Large 3 Day Assault Pack Molle Bag Rucksack Bug Out Bag for Camping Hunting Hiking  4.7 out of 5 stars 1,543  100+ bought in past month$27.99$27.99 List: $29.99$29.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",27,"1,543","4.7 out of 5 stars"
"Backpack"," Black Tactical Backpack, Military Backpack, Molle Backpack  4.6 out of 5 stars 1,525  300+ bought in past month$29.99$29.99 List: $50.00$50.00 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$29.69(3 used & new offers)",29,"1,525","4.6 out of 5 stars"
"Backpack"," Mardingtop Small Tactical Backpack,Molle Hiking Backpack for Backpacking,Cycling and Biking,25L Backpack  4.6 out of 5 stars 591  200+ bought in past month$39.99$39.99 FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",39,"591","4.6 out of 5 stars"
"Backpack"," GZ XINXING 64L Large 3 day Molle Pack Military Tactical Army Backpack Bug Out Bag Rucksack For Men  4.8 out of 5 stars 1,109  200+ bought in past month$58.99$58.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",58,"1,109","4.8 out of 5 stars"
"Backpack"," Large Military Tactical Backpack for Men, 50-60L Camo Military Backpack for Men and Women, Bug out Bag Army 3 Days Assault Pack Bag Rucksack with Molle System  4.2 out of 5 stars 132  50+ bought in past month$36.99$36.99 List: $39.99$39.99Join Prime to buy this item at $33.29 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",36,"132","4.2 out of 5 stars"
"Backpack"," Large Capacity Travel Climbing Bag Tactical Military Duffel Bag Top Load Double Strap Canvas Backpack  4.6 out of 5 stars 821  $28.00$28.00 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",28,"821","4.6 out of 5 stars"
"Backpack"," 40L Military Tactical Backpack Large Army 3 Day Assault Pack Molle Bugout Bag Rucksack (Tan)  4.6 out of 5 stars 1,560  100+ bought in past month$45.99$45.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",45,"1,560","4.6 out of 5 stars"
"Backpack"," MIYCOO Military Tactical Backpack for Men, Large Waterproof Army Backpack & Assault Pack, Molle Bag 3 Day Bug Out Bag, Hiking & Hunting Rucksack, Police Backpack - 40L Black  4.7 out of 5 stars 13  50+ bought in past month$26.99$26.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",26,"13","4.7 out of 5 stars"
"Backpack"," Military Tactical Backpack, 30L Hiking Daypack Water-Resistant 3 Day Assault Backpacks Molle Army Pack (ACU)  3.9 out of 5 stars 17  $27.98$27.98 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",27,"17","3.9 out of 5 stars"
"Backpack"," Camo Backpack, 40L Boys Backpack for School, Camouflage MOLLE Bookbag with USB Charging Port  4.6 out of 5 stars 700  50+ bought in past month$36.99$36.99Join Prime to buy this item at $33.29 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",36,"700","4.6 out of 5 stars"
"Backpack"," +245L Military Tactical Backpack Large Army 3 Day Molle Assault Pack Bug Out Bag Rucksack Daypack for Men Women Outdoor Hiking Army Camping, Army Green  4.6 out of 5 stars 148  50+ bought in past month$31.99$31.99 Typical: $33.97$33.97Join Prime to buy this item at $28.79 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",31,"148","4.6 out of 5 stars"
"Backpack"," Military Tactical Assault Pack Backpack Army Molle Bug Out Bag Backpacks Small Rucksack for Outdoor Hiking Camping Trekking Hunting Brown  4.8 out of 5 stars 1,898  50+ bought in past month$38.99$38.99 List: $59.00$59.00 FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",38,"1,898","4.8 out of 5 stars"
"Backpack"," EMDMAK Military Tactical Backpack, Large Military Pack Army 3 Day Assault Pack Molle Bag Rucksack  4.6 out of 5 stars 4,942  100+ bought in past month$31.99$31.99 List: $39.95$39.95 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 More Buying Choices$30.71(3 used & new offers)",31,"4,942","4.6 out of 5 stars"
"Backpack"," +4outdoor plus Camo Backpack for Boys,Waterproof Army Bookbag with USB Charging Port, Camoflauge Teen Boys Backpack for School  4.7 out of 5 stars 426  $35.99$35.99 FREE delivery Thu, Feb 1 Or fastest delivery Mon, Jan 29 ",35,"426","4.7 out of 5 stars"
"Backpack"," vAv YAKEDA Tactical Backpack, Large 3 Day MOLLE Assault Pack Backpack Bug out Bag Backpack  4.5 out of 5 stars 83  $35.99$35.99Join Prime to buy this item at $28.79 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",35,"83","4.5 out of 5 stars"
"Backpack"," +1Tactical Day Pack Backpack for Everyday  4.6 out of 5 stars 9,316  1K+ bought in past month$28.59$28.59 List: $32.99$32.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$23.99(5 used & new offers)",28,"9,316","4.6 out of 5 stars"
"Backpack"," +15NICGID Sling Bag Chest Shoulder Backpack Crossbody Bags for Men Women  4.5 out of 5 stars 16,464  $24.99$24.995% coupon applied at checkoutSave 5%  with coupon (some sizes/colors)  FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",24,"16,464","4.5 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack For Men Highland Assault Large Army Pack 3 Day Molle Bug Out Bag With Water Cup Bag Outdoor Camping Hiking Daypack Black Rucksack  4.9 out of 5 stars 19  200+ bought in past month$28.89$28.89 Typical: $31.99$31.9910% off promotion available FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 More Buying Choices$27.71(3 used & new offers)",28,"19","4.9 out of 5 stars"
"Backpack"," +17LHI Tactical Military Backpack for Men and Women 25L/35L Army Assault Pack Bag Small Rucksack with Bottle Holder  Options:2 sizes4.8 out of 5 stars 620  100+ bought in past month$39.99$39.99 List: $59.99$59.99 FREE delivery Wed, Jan 31 ",39,"620","4.8 out of 5 stars"
"Backpack"," QT&QY 45L Military Tactical Backpacks For Men Camping Hiking Trekking Daypack Bug Out Bag Lage MOLLE 3 Day Assault Pack  4.7 out of 5 stars 1,736  200+ bought in past month$35.99$35.99 List: $49.99$49.99Join Prime to buy this item at $32.39 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",35,"1,736","4.7 out of 5 stars"
"Backpack"," +2Gelindo 35L Tactical Hunting Backpacks - Military Molle Backpack Survival Bag - Small Tactical Backpack with Molle System for Men  Options:2 sizes4.6 out of 5 stars 529  $26.96$26.96 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",26,"529","4.6 out of 5 stars"
"Backpack"," Wraifa Boys Backpack With Lunch Box Waterproof Kids School Bag Outdoor Travel Camping Daypack Camo Backpack for Boys Rucksack(Amy Green With Lunch Box, Small)  Options:2 sizes4.3 out of 5 stars 1,282  $36.99$36.9910% coupon applied at checkoutSave 10%  with coupon  FREE delivery Wed, Jan 31 Or fastest delivery Tue, Jan 30 ",36,"1,282","4.3 out of 5 stars"
"Backpack"," HUNTVP Military MOLLE Backpack Hunting Rucksack Gear Tactical Backpack Assault Pack 25L (Army Green)  4.6 out of 5 stars 130  $30.99$30.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",30,"130","4.6 out of 5 stars"
"Backpack"," Military Tactical Backpack Molle Bag Army Assault Pack Detachable Rucksack  4.7 out of 5 stars 1,342  50+ bought in past month$38.99$38.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",38,"1,342","4.7 out of 5 stars"
"Backpack"," ArcEnCiel 10L/20L Mini X-Small Tactical Backpack MOLLE Daypack Gear Pack Camping Bag with Patch  Options:2 sizes4.6 out of 5 stars 661  $21.99$21.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",21,"661","4.6 out of 5 stars"
"Backpack"," +7FUEL Multi-Pocket Cargo Backpack with High Capacity Top-Loader Entry - Army Camo  4.4 out of 5 stars 544  $27.49$27.49FREE delivery Feb 1 - 2 Or fastest delivery Tue, Jan 30 Small Business  Small BusinessShop products from small business brands sold in Amazon’s store. Discover more about the small businesses partnering with Amazon and Amazon’s commitment to empowering them. Learn more ",27,"544","4.4 out of 5 stars"
"Backpack"," outdoor plus Camo Backpack,Military Teen Boys Backpacks for School, Army Bookbag with USB Charging Port,40L  4.7 out of 5 stars 1,824  $36.99$36.99 List: $41.99$41.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",36,"1,824","4.7 out of 5 stars"
"Backpack"," +10 colors/patternsYOREPEK Travel Backpack, Extra Large 50L Laptop Backpacks for Men Women, Water Resistant College Backpacks Airline Approved Business Work Bag with USB Charging Port Fits 17 Inch Computer, Black  Options:3 sizes4.7 out of 5 stars 42,850  6K+ bought in past month$32.99$32.99 List: $59.99$59.99Buy 2, Save 5% on every 2 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 Climate Pledge Friendly  Climate Pledge FriendlyProducts with trusted sustainability certification(s). Learn more Product Certification (1) Carbonfree CertifiedMore Buying Choices$25.25(7 used & new offers)",32,"42,850","4.7 out of 5 stars"
"Backpack"," Military Tactical Backpack, 45L Water Resistant Army Pack Multi-pocket Laptop Backpack 3 Day Bug Out Bag, Includes 1 Tool Bag, 1 Carabiner and 2 Side Pockets  4.8 out of 5 stars 58  $34.99$34.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jan 29 ",34,"58","4.8 out of 5 stars"
"Backpack"," +13Military Tactical Backpack for Men and Women Army 3 Days Assault Pack Bag Large Rucksack with Molle System for Hiking Cycling Skiing Camping Climbing  4.7 out of 5 stars 307  $43.99$43.99 FREE delivery Wed, Jan 31 Or fastest delivery Mon, Jan 29 ",43,"307","4.7 out of 5 stars"
"Backpack"," 45L Military Tactical Backpack for Men and Women Molle Army 3 Days Assault Pack Bag Large Rucksack traveling bag (Black)  4.4 out of 5 stars 42  $29.99$29.99 FREE delivery Wed, Jan 31 on $35 of items shipped by AmazonOr fastest delivery Tue, Jan 30 ",29,"42","4.4 out of 5 stars"
