"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"tchitouniaram","28 January 2020","One of the best this year!!!Absolutely nicely done!Acting is superb,story is fresh,humor/gore proportion just right!Very,very satisfactory viewing!!!Enjoy!","
            1/10
            "
"cardsrock","4 September 2019","I very much enjoyed this bizarre combination of Get Out and Clue. The film wisely leans into the goofy nature of the premise and creates lots of good laughs, while also crafting some scary, violent moments. Samara Weaving is great in the lead role and all the other family members are game. Ready or Not, this is one of the best surprise hits of the year.","
            9/10
            "
"impressivesgirl-37857","28 December 2020","To me that was not even funny or entertaining - it was just written, directed and acted from amateurs or at least this is how it felt. I cannot believe I watched it to the end so I saw the lamest horrible ending.","
            7/10
            "
"daropaz","29 November 2019","I have seen this script before, and i love it. If you liked the funny Movie Tucker And Dale vs Evil. You will like this movie 2.
The end made the movie go to 9 stars!!","
            9/10
            "
"saptesh786","11 December 2019","It seems story is usual, but speed of presentation grips you from beginning to end. There is no slow part between the whole movies. This is most highlighted part which brings your interest to watch further till end. A newly married bride faces dangerous riots from family of her husband. The family believes that if the new member is not killed in his / her first night at their home then all the members would get killed after dawn. After choosing hide and seek game bride finds horrible truth about family. Climax and end is interesting you will be little surprised about a twist at the end. As me it is enjoyable movie. Watchable at once. Leading female lady is perfect casting and did a good acting job.","
            1/10
            "
"MikesIDhasbeentaken","23 November 2019","This is definitily a comedy / horror movie, anyone looking for one or the other will be dissapointed, hense the many negative reviews.But for me, this just works, I liked the story, the factor of married in relatives of the family going along with the ritual just because they want to stay rich, the accidental deaths... It all just worked.Anyone watching will be thinging how will this end?.. and although it does kind of go down how I thought it might at the beginning, I thought it was a good ending, which almost never happens in types of movies.I watch a LOT of horror movies and this was one of the most enjoyable I've seen in a long time","
            8/10
            "
"tub51461","25 August 2019","This film is just plain screwy from the get-go. I guess this is what you get if you want something original or original-ish. Not worth my time or my dime. I read and seen enough just from this profile.","
            9/10
            "
"rpremio-48200","3 December 2019","Weird, funny, very entertaining and fantastically unexpected.Watched it on a long haul flight and found it refreshingly different. Great acting, hilarious scenes and highly recommend it.","
            9/10
            "
"RahulM007","16 November 2019","""Ready or Not"" is one of the best horror movies of 2019. It focuses on a bride whose welcomed in her husband's eccentric family. The movie is nor traditional or predictable. The twists and turns throughout the movie are all unexpected and shocking.The lead actress Samara Weaving who portrays Grace reminds me so much of Margot Robbie. The resemblance she has with her is uncanny. Grace had a quite open attitude to the family game/ritual, but that changed when she found out the true nature of it all.The levity in this movie was perfect and was not forced at all. It made some scenes more bearable to watch. I was at the edge of my seat throughout the entire movie and was not extremely fond of the gore and bloodiness depicted frequently in scenes. In hindsight, this movie is a horror movie and should feature these scenes.The twist at the end where Alex has a complete change in character and is on board with the whole family ritual was unexpected. I thought that Alex and Grace would escape together and never see the family again. In reality, Grace murdered Alex's mother and that drove Alex on a dark path and trying to fulfill the family ritual.The family failed to kill Grace by dawn, so they exploded. The house was haunted by the ghost of their grandfather. I thought that the family made all of this up. It was an interesting turn of events. It would have been quite anticlimactic if the whole family did not die.To conclude, ""Ready or Not"" is my favorite horror movie of 2019. It was a blast to watch this movie in the cinema. Strangely enough, the audience was not laughing at the scenes I found particularly funny. But everyone has different tastes.","
            7/10
            "
"rekizhd","4 April 2023","I just dont understand how can anyone say this was a bad movie.It was very good, original concept with great acting.From the start you could see why this concept was good, original and so on.Samara weaving has put her all in the character of Grace, other characters were good but grace...
Also the combination of the comedy and horror were good, not in other movies that try combining those 2 genres and fail.I recomend watching it, i didnt have some expectations before watching it, but after watching it, the feeling i got, it was so unique and i am recomending it to all of my friends. You just cant be mistaken if you wanna watch this movie.","
            6/10
            "
"alexthelion-21","26 August 2019","Many positives about the movie. But the bad out way the good. First half was intriguing with a few mediocre elements but nonetheless entertaining. During the last half the movie strays off and losses it's touch and becomes very stupid within the last 20 minutes.","
            10/10
            "
"bemyfriend-40184","7 December 2020","Most negative reviewers seemed to think that a horror/splatter film shouldn't be funny. This movie was funny. And justice triumphed, with no eye popping up from the monster they thought they killed; or nuthin'. Yeah, no seed for a sequel. Good fun.","
            10/10
            "
"Ahmedfadil00","23 November 2019","Wow wow wow what can i say about this creativity ... there is no boredom .. i enjoyed every second this movie","
            9/10
            "
"ts-0000","25 May 2020","A movie that had an interesting premise,unfortunately feel short.
It started out ok & than jumped into a wedding day,so you felt a bunch was edited out.
A bit more back story on even the bride would of helped,to care & hope of her survival.
Weather it was meant as a horror comedy or not,just parts didn't mix well.
I'm from an era of 80's campy movies,they can be silly & B-rated fun but it worked.
Have watched the actors in other movies,where they were great!
Unfortunately this movie,didn't keep my attention.
Check it out & decide yourself,if you haven't watched it.","
            6/10
            "
"imdb-ikysmoviedatabase","2 September 2019","It previewed in uk tonight luckily i got to see it and once the game started it was nothing but fun all the way till the very end.The story was decently presented by Matt Bettinelli-Olpin and Tyler Gillett kept it interesting and very gripping. There were alot of funny moments in the screenplay that made me laugh. Acting was very well done by all cast members of the film.Only part i didn't get was the very ending when all family members randomly started blowing up I think it went a bit silly there but with the film been so entertaining all the way that weird twist is no big deal.Overall very entertaining movie I could watch this over and over without getting bored.","
            8/10
            "
"DarkVulcan29","22 August 2019","Think of a board game you get real into it, that is what Ready or Not kind of feels like. New Bride to be(Samara Weaving) feels like she does not fit in with the grooms rich family, on her wedding night is asked to play a game of hide and seek, what she believes is fun, turns into a night of getting out alive, when she realizes that the grooms family intends on hunting her down.This is not just a horror film, but very darkly humorous also. Samara Weaving(who is the niece of actor Hugo Weaving) really plays her part very well, you root for her all the way. All the characters are pretty good, you can see the actors all are having fun making this. But the other main stand out is Adam Brody, who plays the grooms brother, he plays his part with such conflict very well, you just really see it in his character. It feels like interesting story telling by Quentin Tarantino and M. Night Shyamalan, and an ending you'll talk about for a while.","
            8/10
            "
"RussHog","13 October 2020","This movie was a pretty cool big manor with a family that had dark secrets film. There was a family that played this game of hide and seek with this lady who wanted to marry into the family and if they caught her they were going to kill her. There are some cool sets, lights, decent enough acting. The film was well made. I wasn't crazy about all of the camp in the film but that is my personal choice. It was an ok film.","
            9/10
            "
"JohnRayPeterson","8 December 2019","I'm not usually interested in the comedy horror thriller, but when I caught the ratings on another site and read some of the reviews here, I decided to give it a go. I was absolutely delighted. Best if I control myself and spare you any sort of spoiler; also best if you avoid them too, as your viewing experience will be that more rewarding.The concept was original and every element worked well, from a cast of characters who all have an important part to play to how well they played their part. The script I would tend to believe was an easy sell to the producers. Samara Weaving who plays the main character, Grace, doesn't steal the show, she is the show. You will have your pick of delicious characters to root for, oh yes you will; and by 'root for' I mean wish you could beat the living daylight out of, but always in a fun way.The production and direction appear not to have missed any detail, important or small, which is why the story flows well. As for the visual, again, very pleasant and most importantly, effective. Lastly but not to be denied, the soundtrack and tune selection was right on the money; it enhanced it all superbly. If you understand what contrast in art, all forms of it, is about and how it works, then you'll get that the contrast the soundtrack delivered is what brings you to smile all along and without missing a beat to the very end.If this review didn't provide any clue of what the movie is about, except for the genre, but left you with a feeling that it is one you would want to see, then you can thank me later, after you've watched it.","
            1/10
            "
"chris-arrieta","14 September 2019","There's a lot of blood in this movie. A lot of gurgling death quells. Wrong people dying. She should inherit everything in the end. Will she inherit their morals as well? Given that people will do anything for money. Considering they had to kill her before dawn they should have been much more crazed going after her. They underestimated her ability to escape their murderous intent.","
            7/10
            "
"matthewssilverhammer","30 August 2019","Not since 2011's Cabin in the Woods has a horror comedy been this uniquely fun, cleverly written, and perfectly demented. And like Cabin..., it's not flawless; the direction certainly could use a defter touch, especially in the cinematography and scare controls (oddly, Wes Anderson came to mind as an interesting replacement). However, if the flaws are part of the package, a package that includes a wonderfully original script and pitch perfect performances, then like a good marriage, I'll take the better and the worse.
Like Get Out, it's a horror satire that presents one of our biggest fears: a worst-case-scenario for meeting the in-laws. On her wedding night, Grace (Weaving) is forced into a deadly game of hide-and-seek with her husband's family. The balance of tones and genres here is vital and difficult, but they hit the target at each turn, giving us a wonderfully absurd 70's grindhouse / Roger Corman picture for the modern day. Weaving is sensational and hilarious as the baddest bride since Uma Thurman hunted down Bill, and the cast of characters hunting her down are varied and often side-splittingly funny.
Underneath the entertainment heights, there is plenty of sharp satire bubbling up. The rich preying on the poor. Selling our souls for the almighty dollar. The trappings of our upbringing. The motivating power of all kinds of fear. The absurdity of religious certainty. Each of these elements packs a punch, but none of it would hit as hard if the movie weren't also an absolute blast. Ready or Not is easily one of my favorite films of the year, and I can't wait to watch it again and again.","
            6/10
            "
"gianthaole","29 August 2019","I regret giving my money to this movie. Dont go, don't rent, dont buy, dont netflix it, just ignore it. Horrible movie.","
            5/10
            "
"EdwardtheBlackPrince","29 May 2021","For Grace it is the happiest day of her life she is about to be married to the man she loves and be welcome into his rich family however the special day ceases to be midnight comes and decide to play a game. The game however hide and seek and when they find her she'll be sacrificed. This movie takes the cat and mouse aspect of your next and mixes it with the comedic charm of knives out. It's a fun over the top film. You can tell all these actors are having a good time and enjoying themselves, while giving memorable performances. The settings are very well this whole manor is just right for various situations that happen. It doesn't really beat around the bush the opening it gets to the game rather quick. The costume designs are nice. Grace is awesome she's very believable she doesn't come off as Op, which where she's just one shot it everyone and giving them the roundabout. She does get injured and she does good get bloodied and bruised ,but you really don't know anything about her the focus is primarily kept on the family. The duality between the two brothers Alex and Daniel you really get a general feel that Alex really does care for Grace and wants to see you're safe , where's Daniel you don't really know what to make of him he's more neutral and he honestly does not even care about this whole ordeal. You're left wondering what the outcome out it's going to be, this whole event that may happen with the whole family will die if Grace doesn't die before dawn. The thing is the family doesn't actually know what will happen so it does make you wonder is there actually something going on here are they just a bunch of psychotic rich people?","
            8/10
            "
"ivanmessimilos","6 July 2023","A modern horror that tries to be original and in one way succeeded, I congratulate them for that. It does not rely on jump scare scenes, which is a big plus, and there is a lot of dark humor, which is why the film can find its audience. The atmosphere, setting and visuals are excellent. However, the script is very bad, the plot of the film is minimal, and the characters seem to not exist, which ultimately bothered me. In the end we have a horror movie that entertained me and that doesn't rely on a formula like the vast majority of (bad) horror movies and that's why the movie gets a thumbs up from me.","
            6/10
            "
"Headturner1","2 September 2019","Ok. You excessive user writing ad reviews for profanity and such.. Pleeeaze! You all claim you are horror/ slasher fanatics but some f bombs insult you? Ok! Anyways anyone watching this for a horror/ slasher is an idiot! This came off a a suspenseful , thriller , dark comedy? Perhaps you all don't watch enough evolved films to understand the difference , no? Was this a great movie/film? No. Was it entertaining for what it was.? Yes! It's no masterpiece but I think some are confused? Ir was a decent watch and I don't think Samarra is a Robbie wanna ebe because she resembles her. God god. Get a life. It's a decent movie for what is is if you know what that is..","
            8/10
            "
"Benslie","23 August 2019","First of all, I wish this film was a bit longer. The film is one hour and thirty-five minutes, with credits, and I feel like if it was longer it would have helped it out a bit more. This is a slight spoiler but it's the opening scene so either skip over this or read it but the film just jumps straight into the film. There is no lead up into it, it just jumps right in so not till later in the film do we learn why they are doing this. So, I feel like a couple of extra minutes in this film could have helped it out. The acting starts out cheesy and kind of annoying but as the film goes on and the stakes get higher it takes a sharp turn and becomes pretty good. As the movie progresses you get to see which family members are fully invested into this and which ones would rather not do it. I will say that Grace is one of the most badass characters in horror and I was always cheering her on. I will say the editing in the film is kind of award at times and makes no sense. I say sometimes because most of the time it's edited just fine but in a couple of scenes it just jumps to a scene that isn't connected and almost feels like the directors were like, ""Shoot we forgot that one scene well let's just throw it in between these two scenes even though it doesn't make any sense to."" This film is a horror-comedy and I will say they balance the two well and a couple of scenes had me chuckling. The last thing I want to mention is the score by Brian Tyler is great. In the end, I highly recommend checking out this film at least once because it's a unique and original story and we don't have a lot of that now a day.","
            7/10
            "
"BruceWayne3","27 June 2020","This movie is by far not higher than a 6 out of 10. Let me explain why. The premise is very far fetched, but interesting / entertaining to watch. The scene with her in the car and her talking to someone yet can not get help is complete BS, which makes the movie nonsense. Watch if you have nothing else to watch, but don't get your hopes up.","
            9/10
            "
"plasticanimalz","8 September 2019","Trailer looked good and I was hoping for the best, as, most movies these days are not great, and I'm hoping to be entertained, at the very least. Fully delivered, and was clever, fun, and as stylish as trailer promised. Had a plot, an actual story, which is rare for a horror film, and good writing, acting, production value. I was into it from beginning to end. Kept good pacing, was not too long or too short, and everything was clear and well explained without overdoing it and feeding everything to the audience.Best horror film since Cabin in the Woods. Happy Death Day had a similar fun, but a bit more b-movie than this. A warm welcome since most horror films over the past 20 years have really sucked. They've been either the gore porn garbage of the 2000s, or found-footage with terrible quality and zero story, or shock-value indie directors with lack of actual substance, so, this was refreshing.It's made much more than it's budget, but I'm guessing it hasn't done better because there wasn't that much advertising for it, and given the news today, people are a bit turned off by the subject matter. It wasn't gratuitous, and relied much more on the story, which had a point and was not just random violence.Well worth it to see in the theatre, but renting it at home will probably be nearly as enjoyable.","
            10/10
            "
"ououzaza","29 January 2020","Lots of gore, comedy and sadistic. It's fun although I don't know what is going on but it is interesting. Also unexpected and hard to guess.","
            8/10
            "
"MovieQween-33622","4 December 2019","I really kind of liked this movie. So for people who didn't dig it, they probably thought it felt like an old Clue movie from the 90s...Colonel Mustard got Mrs Peacock in the study wither the revolver. But trust me, this movie is more of an updated version. This dysfunctional family is the epitome of nightmare in laws. I liked Andie MacDowell in here but she does do the same fake southern accent in every role she takes, no idea why? Anyway, our heroine is quite likable. The rest of the family is convinced if they do not follow the game's rules they will end up with an unfavorable fate. Now this whole allegory wraps up nicely in the end. At first I didn't like the ending but now I see why it was that way. Don't take it too seriously, you'll laugh and have some thrills, give it a go!","
            1/10
            "
"sini-200","9 July 2020","Literally. I watched this movie with not much of knowing it and i'd say that's the best. It did fall couple of usual horror cliches but the dark humour in this movie is great. Acting was on point too, especially Grace. It's not really scary movie but keeps you at the edge of your seat waiting for the end. The twists of the characters were nice and the ending was something I didn't see coming, I'm still kinda blown away (pun intended). Also don't watch if you have a weak stomach.","
            8/10
            "
"coombsstephen","8 October 2019","I expected a very dark horror seeing this film, which it was, but what I didn't expect was it to be such a classic black comedy, it is truly great.It's a really novel idea and is executed superbly. The film rattles along at a great pace and you really never know what's coming next, right to the very end. The effects are great and characters are excellent.But it's the comedy element that makes this film so good, there are real laugh out loud moments which just keep popping up out of nowhere amid the scary elements.My horror film of the year so far.","
            7/10
            "
"christophersarles","23 August 2020","Great cast and campy like the old show soap, however too bad there wasn't a writer involved.
No back story, just out of the blue they have to kill a stranger. Pretty dumb premise and found myself not caring about any of them.
So tired of Hollywood having ideas that could have been good but through dumbing them down, or sexing them up, the idea is lost and they produce another piece of crap.
Def wait for this to show on fx free movies. Not worth a cent","
            10/10
            "
"aarongnr","3 October 2019","I'll say this: It's a really fun movie.Is it a masterpiece? No. Some dialogue is really corny and some jokes are just to much of trying too hard.But it's suspenseful, you don't know what's gonna happen AND it's gory. So careful people.The ending of this movie killed me. Had a really LOUD laugh and it was kinda awkward cause I was the only one haha","
            5/10
            "
"xvubojypasyhwurhxkedivvr","28 October 2019","I'm getting tired of this theme of rich people in a cult trying to kill innocent folks. It is boring! But in spite of that, the director managed to derive some comedy out of it. So, in the end, you can enjoy the movie anyway!","
            9/10
            "
"fil-nik09","29 August 2020","This film is just simply great! I do not remember when was the last time that I enjoyed a film this much! I have to say that it is due to main girl in the film - she was just perfect, but 2 brothers too and all others.Really utterly entertaining! I recommend to all. Not sure if this is bloody comedy or comedic horror. Anyway, I am sure everyone can enjoy it.10 from me","
            7/10
            "
"writers_reign","30 September 2019","I've just read approximately a dozen negative reviews right here on imdb and I'm guessing that these were penned by the Nightmare On Elm St/Halloween set i.e. the kind of moviegoer who takes gore seriously and thus feels let down by this tongue-in-cheek entry. I, on the other hand, have yet to see a Saw (sorry about that, Texas Chainsaw Massacre or indeed anything remorely resembling 'horror' so I was happy to go along with this black comedy and bask in the laugh out loud moments that punctuated it. I doubt if it would claim to be another Some Like It Hot, or even Young Frankenstein but it's harmless and reasonably entertaining.","
            8/10
            "
"asinyne","5 September 2019","This movie is a wild ride. I picked it because all the others had already started. I was the only one in there. It was probably the most fun Ive had while going to a movie along since the original Road Warrior. It was tongue in cheek funny at times with a hilarious closing line. There is plenty of anxious moments for you to endure. I really enjoyed it. The cast was very good and kind of eccentric. The blood letting may have set some kind of a record. Not for the squeamish. But its all in fun and the sets are very creepy and cool. I recommend this very much for horror fans. The cast played it very straight...mostly....ha.","
            5/10
            "
"joseph-brak","9 October 2020","Ready or Not pits a newly wed bride against the wealthy - and homicidal - in-laws on her wedding night. Samara Weaving does a great job at playing the victim while also remaining resilient, and brings a sense of sassy style to the character, aided by her cool and clever costume design (great cosplay potential!). The setting of an extravagant and slightly ominous mansion really adds to the flavour of the film as well. The subtle mystery element to the plot is also concluded with a near perfect ending, which matches the slightly bizarre nature of the film and leaves the film finishing on a high note.","
            7/10
            "
"joshbarton15","29 September 2019","Marital bliss, achieved through the matrimony of two people very much in love and willing to spend the rest of their lives together in sickness and in health, until ""death do us part"". In the hands of Matt Bettinelli-Olpin and Tyler Gillett, that death may come sooner than you'd expect into the marriage with Ready or Not, a thunderously entertaining black comedy horror.When Grace (Samara Weaving) and Alex (Mark O'Brien) become newlyweds, Grace doesn't get the wedding night she'd expect when Alex's family force her to take part in a murderous game of hide and seek in which she must survive the night to be officially welcomed to the family.If done right, films like Ready or Not can be absolute crowd-pleasers, as long as you go along with the lunacy served up by the filmmakers. Guy Busick and R. Christopher Murphy have conjured up a devilishly funny screenplay, full of put-downs as sharp as knives and plenty of gleeful violence. It's a film that wears its 18 certificate like a badge of honour, decorating the hallways with blood as the game of hide and seek ramps up in intensity, and it's really great to see a film not hold back in this sense.Bettinelli-Olpin and Gillett do a slick job of directing the chaos, Brett Jutkiewicz's cinematography opening up hiding spaces amidst the glorious country house setting for the film while Brian Tyler's score possesses an energy that accompanies Grace's fight for survival so fittingly.Samara Weaving may well look like Margot Robbie however, she's well on her way to attaining star status on her own merits thanks to a fantastic lead performance in Ready or Not, the combination of sheer terror and comedy she brings to the film no doubt making her a future icon of the genre. The supporting cast really do make this such a treat as well, Henry Czerny and Nicky Guadagni in particular going all out in the insanity department for our entertainment.I had an absolute blast watching Ready or Not, a film that will most likely be experienced best with the biggest audience possible. Both my future wife and I came out thoroughly entertained however, if any of her family suggest playing hide and seek on our wedding day, I'm running for the hills.","
            4/10
            "
"timothyhilditch","26 January 2022","A women gets married into a wealthy family and has to play a game with them on her wedding night. A slasher gimmick movie. The game starts off serious with everyone trying to win, but once everyone understands the rules it turns into a lot of fun.Didn't give me lots of laughs just a fun watch, with an interesting gimmick. Hopefully this doesn't get a sequel, because the premise will dry out quickly.","
            8/10
            "
"Pjtaylor-96-138044","29 September 2019","For me, the comedy in 'Ready Or Not (2019)' isn't all that successful. It's never particularly funny and its attempts at humour sometimes, but only sometimes, reduce immersion. Usually, however, this isn't an issue. The tone is pretty much spot-on for the knowingly absurd narrative, turning what could've been a self-serious and, therefore, seriously silly affair into a near inside joke with its tongue planted firmly in its cheek. The beauty of it all is that there's never an attempt to undercut the weight of the situation. It's a fight for survival, on both sides, and it's as messy as you'd expect. In fact, the comedic beats often serve more as character insights than anything else, allowing the piece to build an interesting and relatively realistic set of core players. Most characters react as you'd expect them to, which is rarer than you'd think. Also, the villainous family are given much more time and nuance than the trailers seemed to indicate. Everyone has an understandable mindset, even if it's violent and deranged, and a few key folk undergo some serious character arcs that are expertly established and surprisingly executed. Generally, the flick follows a predictable formula but it has more than enough charm to account for this. It becomes somewhat repetitive as it goes on but it's always compelling and its finale is subversively satisfying. There's not as much focus on 'fight-back revenge' as I anticipated, which actually makes for a more intriguing time. Where everything ends up is a shock, but it's built to so naturally that it feels inevitable. The whole thing is just so grounded, probably the most relatable version possible. It's entertaining throughout and it's always smiling alongside you. That doesn't mean that it misses out on the pain such a piece requires. There are several moments that should make you wince and the protagonist is certainly put through the wringer, both inside and out. The overall message is slightly muddled - though, to say why would be a spoiler - and the ending may just have been better if it went in another, hinted-at direction (mainly when it comes to clarifying what seems to be the movie's initial intent). Still, there are underlying themes which are interesting to explore retrospectively and the consistent focus on character is commendable. The experience, as it is, is both enjoyable and believable. Its story is purposefully silly, wonderfully so, and it's handled with a fantastic balance of humour and gravitas. I actually buy everything the affair is selling. I think I like it more now than I did just after the credits had rolled. There's never a dull moment, really. It's remarkably consistent entertainment. 7/10","
            7/10
            "
"cherold","12 January 2020","After watching the first tedious half hour of Ready or Not I began to wonder if it was really the kick-ass comedy-horror movie of the trailer, so I took a look at the IMDB reviews. And I discovered, much to my confusion, that no one seemed to agree on whether the movie was a comedy or a horror movie. Some felt it was comedy-horror, but others felt it was a horror movie with a few comedy bits (that some liked and some didn't).Having watched the movie I now understand. The movie has scenes that are definitely comedic involving the ridiculous characters and some startling moments of comedic violence. And the movie has scenes of grim struggle and peril. But these scenes don't particularly feel like they're part of the same movie, and there's no integration of the two elements; no moments that are scary but funny or funny but scary.For me, the funny parts are quite good. But I found the horror elements intrusive in the way some reviewers here found the comedy elements intrusive. Which parts you find bothersome will be a matter, perhaps, or your expectations.By the halfway point I started fast forwarding through the horror bits just to see how it all turned out.There is a good comedy-horror movie trapped inside Ready or Not. There's also a decent B horror movie trapped in there. The two movies don't get along.The cast is quite good, particularly protagonist Samara Weaving, who has an intensity that makes her interesting even before things get crazy.To summarize: Boring first half hour, some really good comedy horror, some non-comedy horror that I guess is okay for that sort of thing, pretty good ending.Not recommended.","
            7/10
            "
"seruanyre","21 January 2023","""Ready or Not"" is a horror-thriller film that tells the story of a young bride, Grace, who is pulled into a twisted, high-stakes game of hide-and-seek on her wedding night. The film is a well-crafted and entertaining blend of horror and dark comedy, with a strong cast and a well-written script.The film's lead actress, Samara Weaving, delivers a powerful performance as Grace, bringing a sense of vulnerability and resilience to the character. The supporting cast also does a great job, particularly Adam Brody and Andie MacDowell, who play Grace's new in-laws. The film's pacing is well-done, keeping the audience on the edge of their seats throughout the movie.One of the strengths of the movie is its use of tension and suspense. The film's director, Matt Bettinelli-Olpin, does a great job of building a sense of dread and unease, keeping the audience guessing as to what will happen next. Additionally, the film's special effects and practical make-up are top-notch, adding to the overall sense of horror.In comparison to other horror films, ""Ready or Not"" stands out for its unique premise and its ability to blend horror with dark comedy. Although it is not without its flaws, such as some predictable plot twists and a few cliched moments, the film is still a thrilling and enjoyable experience. Overall, ""Ready or Not"" is a well-made horror film that is worth watching for fans of the genre.","
            7/10
            "
"slightlymad22","27 September 2019","I just got out of watching Ready Or Not.Horror movies are not my thing, but I thought the premise looked fun, so I gave it a go.I enjoyed it a lot, it was fun. Ok there were some plot holes, inconsistencies and a bit of dodgy acting, but on a whole I liked it.There was only 12 other people in my screening","
            6/10
            "
"CinemaClown","20 September 2019","Refreshingly original, riotously fun & ridiculously entertaining, Ready or Not is a slick, sly & subversive delight that packs a ridiculous premise yet implements it with such flair & finesse that it is one of the best surprises to surface in cinemas this year. Wild & wicked from start to finish, it is all the more bolstered by a star-making turn from Samara Weaving.Directed by a collective trio of filmmakers known as Radio Silence, the set-up is quick, the fundamentals are illustrated with clarity, and once the main plot kicks in, the directors steadily up the ante and cleverly balance the extreme with the grounded to make sure that the cinematic ride isn't just tense & thrilling but also fun & amusing throughout its runtime.Apart from the intelligently written script, this gnarly survival horror also benefits from its aptly processed colour grading, dark & delirious ambience, sumptuous set pieces, sharp editing, brisk pace, pulsating score, costume design and clever mix of dark humour & thrills. Coming to performances, Samara Weaving is a revelation in her role, and renders her character's overwhelming feelings with both authenticity & precision.On an overall scale, Ready or Not deftly merges horror, humour & cultural critique into one sharp, stylish & scintillating horror-comedy that scores high on all fronts. A vicious, vivid & vigorous blend of You're Next & Get Out that makes the most of available resources to deliver a cinematic experience that's an absolute blast from the first frame to the last, this indie horror-comedy is one of the most enjoyable & entertaining examples of its genre(s).","
            8/10
            "
"jasminn_tan","6 May 2020","This movie was insane; the Le Bail dude, the tradition and ritual, and the hail satan thing. Is this a cult movie? Because it sure looks like it. I was really surprised by the turn of events towards the end of the movie and the entire thing was sufficiently violent. I liked it and even though I knew that she would survive till the end, there were some really close calls where I thought I was wrong.","
            7/10
            "
"parkerbcn","30 July 2021","The non-identical twin of ""Knives out"", both kind of offspring of ""Get Out"".","
            7/10
            "
"carlos-pires","12 April 2020","This is a very nicely done production, with a spot-on production design, over-the-top horror house plot, and lots of gory and sarcastically entertaining moments.
Besides the silly plot gimmicks here and there, the narrative flows smoothly and the main premisse of the plot is innovative enough to get you intrigued and to keep the whole thing going.
The cast is very good, and everyone does a good job. I was surprised to see Andy McDowell in this kind of movie, but she shines like a black pearl in this crazy gore-fest. Definitely worth the watch.","
            9/10
            "
"851222","2 July 2020","Greetings from Lithuania.""Ready or Not"" (2019) was an excellently paced horror comedy with absurd and ridiculous plot. I was entertained by this movie for all its running time 1 h 30 min. It was bloody, gory (but not overdone), at times funny and always entertaining. I liked it more then i thought i will.Overall, ""Ready or Not"" is just a really fun movie for a dumb evening. Its very well made and definitely will keep you at the screen during its run time.","
            8/10
            "
"quaseprovisorio","1 April 2020","This movie is not very different from some leisure activities of french or the portuguese royalty. They would release a pig in the woods, or another animal to eat and the first person getting it or killing it would be the winner. With another context this isn't very different: a bunch of powerful peope against someone from a foster family. The Man vs you.It is put in a very simple way yes - but the truth is: if this wasn't the main theme of the film, the killing order would be very different. Notice how the first ones to die are the maids and the driver? They are the weaker ones. The powerful die at the end. I would love to see the theme getting more developed, because it would be funnier to see the bride killing them, but they are humans too and the movie expresses that well.Besides that, the film has funny moments and some gory moments too, that are an appeal to the audience. But what makes this movie having dark humor is how unworried about the life of the ""peasants"" the rich family is. It's their indifference that makes the funny part of this movie, how normal they treat their employees getting killed. It's like they don't even realize they are human beings like them. Maybe they don't give them the same value they attribute to themselves.That's why this movie is a seven for me and not a six or even a five. Without the social commentary is not as good as other scary movies. But because that layer is important here, i think it elevates to most of scary movies out there.","
            7/10
            "
"rlaine","3 June 2020","Horror comedy is not an easy genre and I can't really think of many that are actually good, although I'm not a die hard fan of the genre either. Ready or Not succeeds quite well tho, I was entertained. It's not that much of a horror, as it's not really scary, but rather depends on the gore. I bet real gore hounds would've liked even more, but a few scenes were a bit too much for me, not a huge gore fan here.My kind of ""horror"" comedy is the lighter kind, Joe Dante etc, not necessarily the Evil Dead etc kind that are more hard core.What I liked was the somewhat cliched crazy family mansion, candles, thunder, secret passages kind of old school ""gothic"" atmosphere, it made a lot for me. Acting was pretty good (although too much flat out screaming for me), the comedy was quite nicely timed and the characters were nicely balancing between crazy and goofy.Well made movie not to be taken too seriously!","
            7/10
            "
"tatttwink","11 September 2019","I went into this movie with low expectations and was really surprised! It didn't take itself too seriously and I enjoyed the fact that there wasn't a lot of down time. The comedy was just the right amount for a thriller/horror. Would recommend for anyone that enjoys light hearted horror/thrillers.","
            10/10
            "
"timeblank","1 September 2019","Ah yes love. Getting married to what you don't know in the family. The secret they kept from you. Now that's scary. Especially when you are in a initiation to be part of the family. Ready or not is a Hide and Seek horror film. Where your life is on the line. Ultimately what's disturbing is the maids and butler who do the work in a rich family house, gets killed by a dumbass who can't do anything right.The bride gets picked as she hides and defends herself from a devil worshipping family. Has lots of cuss words, dark humor, and some disturbing images. If you enjoy it then you will probably love this movie. If you don't like what I said then skip it.","
            7/10
            "
"westsideschl","22 December 2019","Yes, it's a not-too-believable, ""welcome to the family"", family satanic ritual parlor game of kill or be killed. For what it is I thought it was a creative take on defining the victim then the subsequent chase through the creepy halls, etc. Kills were expected, and to me they were somewhat humorous as I assume intended.","
            4/10
            "
