"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Mean Girls (2024)","kendricklknowles","13 January 2024","I don't understand the hate it gets the acting was amazing the music was spectacular and it was a very fun modern day twist on the original a very well done musical in my honest opinion. I was very skeptical about watching this because admittedly I am a purist and usually have issues with people ""tampering"" with movies I consider classics. This time however I put away whatever idea I had that the original can never be replaced and decided to enjoy this as it's own thing and more of an appreciation piece instead of a reboot. I can confidently say my expectations have been exceeded. I didn't know this was a musical and I gotta say turning this story into a musical is genius.","
            10/10
            "
"Mean Girls (2024)","lorenagzz","12 January 2024","So ... overall is a great movie! Would have definitely booked a trainer singer for Cady's part to actually complete the perfect performances of Reneé Rapp and Auli'i Cravalho! Those two woman killed their parts!! Amazing job on that!!Their voices and presence on scene is so powerful and amazing!I didn't like the fact that they changed so much some of the songs ... I get that must of the cast are not singers and had to change their songs but it was a lot!I prefer the Broadway Show music but... like I said Overall a great movie that respects the essence and core of the OG 2004 Movie and the Musical !!Ps: Lindsay Lohan's Cameo was unexpected and AWESOME!!","
            10/10
            "
"Mean Girls (2024)","sastorrie","12 January 2024","I loved it! I thought it was a great more modern (aka gen z) take on the original as well as a faithful adaptation from the musical. Music was fun, vocals good! Renee Rapp and Auli'i Cravalho were INCREDIBLE.People aren't always ready for movie musicals but for a musical lover, I loved it.The full dance sequences were really fun. Some amazing tracking shots where I can't wait to watch again because I know I missed something in the background.I especially loved seeing a certain mathlete judge show up!Angourie Rice was not the strongest singer but I really liked that it showed Cady's naivety and innocence.Stand out songs: revenge party, someone gets hurt, Sexy and I'd rather be me!","
            8/10
            "
"Mean Girls (2024)","TheJujuZoo","14 January 2024","For anyone who has never seen or heard the musical I'm sure they'd enjoy it. For any fans of the musical, you definitely won't.All of the songs felt very lackluster (except for I'd Rather Be Me). Cut the best songs in the musical, which totally altered the narrative and chemistry of characters.Cady's actress completely lacked the excited naivety of Cady which causes her to fall under Regina's spell. I also think the actress did not have the vocal ability for songs like It Roars and Apex Predator, which is why one was cut and the other was sung by Damien. And it's why Stupid with Love had to be majorly softened for her, instead of the excited jumpy song in the original. She would've been a great Cady if this were just a remake of the original, not a screen adaptation of the musical.A lot of the chemistry between the characters fell short for me. Gretchen was way too mild mannered, not the busy bee gossip she's supposed to be masking her insecurities. And in the end, her song about insecurities was pointless bc her relationship with Regina didn't come full circle. Karen's actress nailed her role and provided some comic relief but it fell short a lot. Cutting their part in Meet the Plastics was tragic. The original song is great and actually very funny. A lot of the cut songs would've nailed the comic relief the movie was desperately trying to fill with dialogue.The directive choice to sing and talk at the camera constantly like it's a phone was off putting to me. I understand they're going for a more ""modern social media"" style, but to me it just didn't land. It was borderline uncomfortable.I think the musical was about as perfect as a musical adaptation could've been, so it's sad they somehow mucked it up by changing almost everything and cutting the highlights for no reason. It wasn't a long movie there was plenty of time for some of the cut songs.I would rewatch it with friends but simply to make fun of it, but as a whole I did not enjoy it.","
            6/10
            "
"Mean Girls (2024)","ethandon-keter","16 January 2024","Such a funny movie ! Renee is amazing and the whole did amazing with what they given!! The Halloween scenes were the best of the whole movie ! Sexy and someone gets hurt and revenge party !! Loved seeing a diversity and the social media elements were fun too
It's definitely a movie to watch if you want to be in good mood
Gretchen deserved better ! And I loved seeing Damian and Janice being openly queer
They should of put the full meet the plastics song but at least each plastic got their own song
Overall this was just a fun silly movie definitely would watch again and have been listening to the soundtrack on repeat.","
            10/10
            "
"Mean Girls (2024)","domkcw","20 January 2024","Very poor. All involved should feel quite ashamed.Clearly the original is much beloved and a meaningful part of a generations all time favourites. However, even in spite of this fact, the film is so poorly written, terribly directed and the cast are some of the worst ""actors"" to every soil the medium.I wish we could delete this version from reality, cleansing those of us unfortunate enough to have been subjected to this malaise of unfunny, awfully executed drivel of the experience, and redeeming the lost souls responsible for this insufferable disaster.Please dont do these types of remakes. Thanks.","
            1/10
            "
"Mean Girls (2024)","sheleena-79986","17 January 2024","Some people like musicals, others not so much. This is where you lose the audience. It's like trying to sell something that not all of us are interested in buying. So don't expect this to be a box office hit. The trailer was cooler than the movie. I don't like musicals, theme songs yes but breaking out in song at random times .. just a NO NO. Sorry not sorry. These American teens movie thingy is becoming boring. I watch foreign films where the dialogue is 80% better (if not more) than these movies. The original movie was great without the mentions of social media. The original movie was better because of the actors. This one, just no.","
            3/10
            "
"Mean Girls (2024)","princess_z","5 March 2024","Could not continue to watch after a painful first half hour. Is this what high school girls look like these days? In the original one at least the girls looked their age. Casting is HORRIBLE! These WOMEN do not belong in a high school setting. And what's the deal with sexualizing everything? I mean if this is a reflection of current American society, then God help the children studying in schools there. And why does the world need remakes? Aren't there any new ideas left? So plasticky, so blown up, so ugh!!! Sure makes me glad this is not the kind of school system I had to go through. God help America!","
            1/10
            "
"Mean Girls (2024)","benstack-79025","20 February 2024","Firstly this is just another cut n shut high school comedy. That's okay if the characters are funny - good actors, jokes and a quick fire script. The format is purely a platform which again is okay by me and we wouldn't have 80% of our favourite movies if this didn't happen.But this is a bloody musical. A very marmite thing when good and in a theatre. Musicals were around a long time befoer cinema, radio and TV and were the ultimate in entertainment when Gilbert and Sullivan were around.Of course they started to transfer to cinema and now streamers. They do not transfer well any more. The Zenith was probably Grease. It's been downhillever since but we still see them as pilots to convince investors of the big money needed to get tham in theatres. So viewers become an unwitting focus group that doesn't get paid.However if they do manage a long run on Broadway or the West End you're looking at serious money. A huge passive income from each theatre in the world that runs it for 5-10 years plus many other residuals. Hence the justifiable risk/reward.Tina Fey would like some Broadway money too as has every other writer/producer in the business. Her efforts are not good. Or maybe somone cut her in as the writer and it's their fault. This will not succeed. The songs are frothy, generica nd derivative with some harsh auto-tuning in the first 5 minutes.Sadly there are a couple of talented actors in this who will be tarnished with the proverbial brush.I wouldn't be surprised if Tina Fey herself is pretending this thing's never happened. Someone however has decided you can't polish a turd but you can roll it in cheap glitter.","
            3/10
            "
"Mean Girls (2024)","cynvanity","20 January 2024","I had high hopes for this film, especially being a fan of the original. I appreciate that it's a different take, inspired by the Broadway musical, and penned by Tina Fey, just like the original. A direct remake wasn't necessary given the near-perfect nature of the original. However, this adaptation didn't quite hit the mark for me. The character dynamics lacked chemistry and their motivations felt unclear. On a positive note, I did enjoy the perspective shift to Damian and Janice. Performance-wise, Renee Rapp and Jeremy Spivey stood out with their impressive vocals. The film had its charming moments and a few new lines, but nothing truly stood out as memorable or iconic.Overall, it was an average experience for me.","
            9/10
            "
"Mean Girls (2024)","mayamarsonia","25 January 2024","I loved this adaption. People are complaining about the songs being less intense but I would argue that most of the songs still hit, and I think they were sung in a way that was true to the characters.There are a lot of fun little Easter eggs for both people who saw the movie and for those who saw or listened to the musical. The songs were recognizable, a lot of the story was kept, and they came up with new ways to make the movie funnier.I think the music made the movie funnier it broke the tension, and allowed the audience to get into the heads of the characters. It was a perfect balance between movie and musical. I had a really good time.","
            10/10
            "
"Mean Girls (2024)","subxerogravity","14 January 2024","I did not hate it but I did not like it enough not to zone out when they started to sing. No song in this movie was good enough to leave a lasting impression.Was the first Mean Girls a musical too? If it was that means I definitely did not see it but I feel like I have seen it at least once, maybe dozed off on it.I'm a huge fan of vengeance, revenge, and redemption, and even though I would prefer people wearing capes and cowls when they perform these duties I enjoyed this movie for all three factors.I'm told this is not as good as the classic, it never is, and since I only remember enough about the first one to smile with glee when a certain cameo happens I can only say that I did enjoy everything that was happening on screen. Well, everything but the musical numbers.","
            6/10
            "
"Mean Girls (2024)","chloegalley","29 January 2024","Mean Girls is a 2024 an American musical teen comedy film.It is based on the broadway musical of the same name, which in turn was based on Mark Water's 2004 comedy film the Original Mean Girls which starred Lindsay Lohan.A student gets caught in the crosshairs of elite group of popular girls called the plastics.So I am in my 30's and have seen the original film in 2004 with Lindsay Lohan in and it was brilliant 10/10 there was nothing not to like. Lot of young girls liked it and was popular. A smash hit film !We are now in 2024 a new take on the classic film Mean Girls. It's more modern, you have social media so that's more involved in the film of course it's going to be more cheesier and definitely more dramatised.Where to begin: The story is pretty much the same so is the characters the only difference is there is lot more music/ dancing but then it is a musical. And the fact that main girl comes from a different country.This new generation of Mean Girls was surprisingly good not a patch on the original but then they never are. I think they produced and directed this pretty well considering.It's more of a musical than comedy, there are some scenes that were funny. The acting is definitely over the top.Not so mean as the first film.The singing was pretty good so was the dancing the best thing about this movie was Damian Hubbard and Auli 'i Cravalho and the leading lady Angourie Rice. Now there were good stood out more and delivered a good performance throughout.Considering it was a remake I didn't mind it quite enjoyed it.If you are a teenager and never seen the first movie then you would probably love it.It's typical girlie film don't think men would like it lol.It kind of reminded me of Barbie just not as good.So if you are adult and like things like Barbie, and glee, Greatest days then you love it.If you have children/ teenagers and thinking about taking them or you are a teenager and like movies like High school musical, little mermaid,Matilda then I'm sure they will love it.Don't go in thinking thats it going to be as brilliant as the first mean girls cause it's not otherwise you will be disappointed.All I can say is watching this movie is what you would see in the theatre if I'm being honest.Don't go by the low rating or negative reviews cause they do get it wrong and so do people. Then it turns out that movie is actually good.Make a decision and watch it for yourself and then decide. It's good considering it's a remake.Sit back get comfy and enjoy.In cinema/ theatres right now.","
            7/10
            "
"Mean Girls (2024)","emilyadkins","21 January 2024","I came into this expecting a film adaption of the Broadway musical, and not a remake of the 2004 movie, and that is what I got for the most part. I do think the advertising for this movie does not do it any favors. It's crazy to me that the majority of previews seem to hide the fact that it's a musical.But I'm happy with it, and my 13 year old enjoyed it as well.My main complaint was that they cut some songs from the Broadway show. Musicals put to film always seem hard to pull off, and there are definitely some awkward moments that just don't translate well to film. But the cast was perfect. Renee Rapp was amazing.Once again though, I wish they would just film the actual stage performance. It seems this is what the majority of Broadway fans WANT so I'll never understand.","
            8/10
            "
"Mean Girls (2024)","breadandhammers","25 January 2024","Directed by: Samantha Jayne, Arturo Perez Jr.Written by: Tina FeySUMMARYAn innocent homeschooled girl learns the ins-and-outs of being a popular ""mean girl"", sabotaging and becoming the queen bee of the school, and ultimately learning the true meaning of self-confidence.RATINGBThe original Mean Girls is a landmark classic teen movie film that captures the catty, back-biting world of being a high school girl. This musical ultimately ends up as an abbreviated version of the film - with a lot of the nuance and social commentary cut out. I didn't feel like the songs contributed much to the story or the movie, and for me, none of them were particularly memorable.","
            1/10
            "
"Mean Girls (2024)","vessinkaa","26 January 2024","It hasn't been long enough to justify making a remake simply because, although 20 years have passed, with the exception of social media, not that much has actually changed in the lives of a stereotypical high school girl. Everything about this movie was just a bit worse than the original which is a cult classic. The fashion felt misplaced - at times looked 90s at times early 2000s - just confusing. Changing characters races or names for the sake of it (no other reason)... also no hate here but the original Regina is skinny so when she eats all of the candy bars there is a significant change in her physical appearance - that's the joke the bars make you put on weight. There was pretty much NO DIFFERENCE in Regina's physical appearance before and after she ate the bars, she looks the same. The plastics wear trainers/jeans/baggy trousers which is against the rules. The whole thing with Regina giving Cady the heels made no sense since unlike the original The Plastics didn't dress with skinny mini skirts and heels. Every character was a stereotype without the deep multilayered finesse of the original cast. Just a big fat meh! Don't waste your time and watch the original!","
            5/10
            "
"Mean Girls (2024)","Otkon","21 February 2024","So it's like polite and seems slightly foreign while also paling in comparison to the stage version.I don't like the changes. The new songs are not good. And removing gems like ""Whose House"" was a huge mistake. But moreover, the staging of the numbers just lacks the dynamic impact of Broadway productions. The mix of the songs is very subdued and weak - when everything needed to go big.I really don't like most of the cast. Cady actress was hiring solely on her resemblance to Amy Adams who they couldn't get so they had to settle on Jenna Fischer. Busy Philips was an annoying cliche. I really wasn't feeling the Aaron or Damian people either. I guess the Plastics were passable. And Janice. I don't know.I really wish maybe it was just a filmed recreation of the musical like the Hamilton dealie.","
            2/10
            "
"Mean Girls (2024)","qzubryckyj-75356","21 February 2024","ThIs movie? Called Mean Girls (2024). Makes me sad in the future of creating, directing, and acting in itself. How it made theatres is beyond me. This so called remake of, ""MEAN GIRLS"", Is really a lala land, simple minded, movie, performed by ""professionals""???. A musical (with said ""Professionals"") acting with a choreography, to boot!! Is this a music video? 🤔
Most concerning is its actually a paramount film?!?! WOW!! I've watched many independent, low budget film companies, and they produce far better then this by 100%
And I really don't, or even like leaving reviews, especially negative ones as I'm sure there was alot of work put into this...
Times though, one really shouldn't don't.At least for the sake of the QUALITY/LOVE of film!","
            7/10
            "
"Mean Girls (2024)","donmurray29","18 January 2024","Giving this an 7/10 ratingThere has been plenty of 'Mean Girls' films, and the musical, all which I have not seen, so this was all new too me. I must admit the disbelief at how stupid the characters all are, it seems that all schools in America are crazy???!! Also this film is very entertaining, we have yet another musical, 'Wonka' being the last, this is it's own thing.Tina Fey as writer and producer, Samantha Jayne and Arturo Perez Jr. Direct a snappy film that goes in the right direction, great musical numbers with lots of colour and flair with craziness, with characters that do have some depth to them, even if most are shallow and idiots, which is what this is about. Everyone is good, I do mean everyone, not a single bad actor or performance, and it is funny, I just was not in the great mood due to the cold weather, but it was a near full house, just two empty seats in the screen, everyone laughing, it's fine entertainment.","
            1/10
            "
"Mean Girls (2024)","solerturbo","29 January 2024","Mean girls are not so mean anymore. More like unnecessary dumb. Is it a representation of the new generation? The film is just a mess. From the beginning, I was thinking of leaving the cinema.The most exciting moment was when Lindsay Lohan appeared, but her scene was a mess as well.Shame that to make a film now creators need to tick all the boxes instead of picking suitable characters.I think sometimes it's better to keep one version of the film and not create remakes. I like the original Mean Girls, the film was funny, exciting and entertaining. This one instead was boring, silly and ridiculous.","
            9/10
            "
"Mean Girls (2024)","rector_katelynn","14 January 2024","This movie musical was great! This adaptation did a wonderful job at staying true to the original plot while keeping the modern feel. I see people are upset that all of the original broadway songs were not included, but they don't understand how it needed to be adapted for a screen. The cast was amazing and absolutely slayed. They are so talented, and I'm glad the world gets to see that. The audience I attended with enjoyed the movie and laughed the whole time. The cameos from the original movie and broadway play made it ten times better. For people that didn't enjoy it, they simply do not have taste.","
            10/10
            "
"Mean Girls (2024)","marcelaugustoms","19 January 2024","This is undoubtedly tailored for Gen Z, but with a nostalgic touch from the 00s.If you examine recent screenplays, there is no clear structure; Deus Ex Machinas appear every 20 minutes...Watching a movie with a proper introduction, development, and conclusion is exceptionally rare nowadays, especially for a blockbuster.Photography and editing make you feel like you're inside a Gen Z mind. The angles, along with social media and messaging graphics, are integral parts of the story.This movie doesn't receive the acknowledgment it deserves. The songs serve as a means to propel the story forward.","
            5/10
            "
"Mean Girls (2024)","jboothmillard","29 January 2024","Mean Girls was a good fun chick flick, it was turned into a Broadway stage musical by writer Tina Fey in 2017, and the year the original movie celebrated its twentieth anniversary, this song-and-dance remake was released, I decided I couldn't ignore it and to give it a chance. Basically, sixteen-year-old Cady Heron (Angourie Rice) has been home-schooled and living in Kenya since she was a child. She and her zoologist mother (Jenna Fischer) move back to America, and Cady starts attending North Shore High School. Being naïve, Cady has an intimidating first day, struggling to fit in during classes and around the school's various cliques. She befriends outsiders Janis Ian (Moana's Auli'i Cravalho), who is lesbian, and Damian Hubbard (introducing Jaquel Spivey), who is gay, who help her to settle in. They explain about the cliques, and warn her to avoid the Plastics, a group of crude, beautiful, popular girls. The Plastics consist of wealthy but insecure Gretchen Wieners (Bebe Wood), sweet but unintelligent Karen Smith (Avantika), and ""queen bee"" leader Regina George (Reneé Rapp). Cady is invited to sit with the Plastics at lunch, and Janis, wanting to have some fun, persuades her to infiltrate them to learn their darkest secrets. In her calculus class, Cady becomes attracted to senior student Aaron Samuels (Christopher Briney), who is Regina's ex-boyfriend. At Regina's house, Cady learns about the Burn Book, a scrapbook the Plastics fill with cruel rumours about the students and the teachers. Regina tells Cady that she and Janis were once friends until she accused Janis of being a lesbian and ostracised her. Cady is invited to a Halloween house party, but she misunderstands the dress code, dressing as a scary zombie bride while most girls dress promiscuous. Regina offers to talk to Aaron on Cady's behalf, but instead, she kisses him in front of her and resumes their relationship. Feeling betrayed, Cady fully commits to Janis's plan to ruin Regina's life, so that she will lose her boyfriend, her beauty, and her friends. Cady, Janis and Damian try to sabotage Regina's reputation, but their attempts backfire and only increase her popularity. Cady, Janis, and Damian plan to turn Gretchen against her. They make it look like Regina has sent candy canes to Cady and Karen while excluding Gretchen. Regina's reputation takes a big hit after a disastrous performance at the annual Winter Talent Show. Gretchen accidentally reveals to Cady some of Regina's embarrassing secrets, including that she has been cheating on Aaron with football player Shane Oman (Brian Altemus). Aaron eventually catches her and breaks up with her. Cady then targets Regina's body, tricking her into eating nutrition bars that cause weight gain and using face cream containing lard. Finally, Regina breaks a code of the Plastics, she is banished, with Cady replacing her as the new ""queen bee."" Janis invites Cady to her art show, but Cady lies that she is travelling with her mother on a business trip. While her mother is away on the trip, Cady throws a house party; she drunkenly tells Aaron that she has been deliberately failing maths tests so that he will speak to her. But he scolds her for becoming manipulative and image-obsessed, like Regina. Janis and Damian confront Cady for not inviting them and accuse her of becoming like Regina. Cady angrily accuses Janis of being obsessed with her, and Janis declares she has become a Plastic and calls her a ""mean girl"", renouncing their friendship. Regina discovers Cady's betrayal and gets revenge by distributing the pages of the Burn Book throughout the school. A riot breaks out in the school as the students and teachers read the nasty comments written about them, and Regina avoids suspicion by inserting insults about herself, placing the blame on Cady, Gretchen, and Karen. To restore order, Principal Duvall (Tim Meadows) and math teacher Ms. Norbury (30 Rock's Tina Fey, also writing) gather the female students in the gymnasium to admit their feelings towards and apologise to each other. Regina insults Janis's sexuality, and Janis retaliates by revealing her entire plan to destroy Regina's life with Cady's help. Regina storms out, pursued by an apologetic Cady, and she is hit by a school bus, and she is put into a neck brace. Cady realises the damage the Burn Book has done and takes full responsibility for it. Ms. Norbury offers her a way to earn extra credit by joining the school Mathletes at the state finals. Overseen by the moderator (Lindsay Lohan), Cady answers the tiebreaker correctly and her team wins the championship. The team arrives at the Spring Fling dance, where Cady is shocked to be crowned the Prom Queen. She uses the opportunity to apologise to everybody she hurt, declaring that everyone is wonderful in their own way. She snaps the plastic tiara and distributes pieces of it to other girls in the crowd, including Janis, Gretchen, and Regina. Cady rekindles her friendship with Janis and Damian, reaches a truce with the Plastics, and makes up with Aaron, and they kiss. Also starring Jon Hamm as Coach Carr, Busy Philipps as Mrs. George, Mahi Alam as Kevin Ganatra, Connor Ratliff as Mr. Rapp, Ashley Park (Gretchen in the stage musical) as Madame Park, and Megan Thee Stallion as herself. Rice does a pretty good job as the lead character navigating her place in school, Rapp is well cast as the ultimate beautiful backstabbing cow, busty Avantika and ditsy Wood are alright support, Spivey steals the show as the loveable camp companion, and the returns of Meadows and Fey as the same characters, and Lohan's cameo, are genius. The chick flick about Barbie-like young girls and the American teenage school experience fused with song-and-dance numbers sort of works, there are some catchy songs, the ones that stood out were ""Apex Predator"", ""Sexy"", ""Someone Gets Hurt"", ""Revenge Party"", and ""I'd Rather Be Me"". It just about maintains the same ugly behaviour and spitefulness, the script has been updated with the times and attitudes of today's world, I admit I much prefer the original as it is funnier, but this twist is not a bad musical teen comedy. Worth watching!","
            4/10
            "
"Mean Girls (2024)","tlkkel","4 March 2024","It wasnt awful in the sense it had a decent script and idea, high school social politics and pressures. And that would have helped carry iot if it wasnt a carboard cutout of the original except with mostly cheesy musical numbers woven in. And not a few. A LOT of cheesy musical numbers. They took away far more than they added. They at times seemed to wanna make a point, but it never pased a moment to reflect on anything musical (the characters were oblivious to their own random belting out of showtunes) so if there was any message in any of the music, it usually got pushed aside when the dialogue resumed.It was mostly just the original repeated, but at higher speed with lower impact and a few mostly bad songs thrown on top..","
            5/10
            "
"Mean Girls (2024)","exceladeogun","21 February 2024","Mean girls (2024)This musical teen comedy is a modern musical reimagining of the 2004 film with the same title. Arriving two decades after the original, a lot of changes are obviously expected, and this remake embraces the changes of the times while paying homage to the beloved classic.Even with the changes at play here, this remake doesn't best the culturally impactful original or match it. The performances here are mostly standard but not memorable, watching this remake will make you appreciate the efforts of the original mean girls. The costumes aren't exciting. The jokes also lack punch either from their delivery or writing.The biggest difference between both versions is that this one is a musical. As a musical, not every musical number here lands successfully; the lyrics aren't impressive and some melodies are forgettable. Some of the songs are present just to remind audiences that this is a musical and don't necessarily move the story forward, though Renée Rapp's musical performances stand out as delightful highlights.Overall, this remake retains enough of the original movie's essence to make it worth watching, but the changes could have been more finely tuned to truly make it 'fetch'.5/10.","
            7/10
            "
"Mean Girls (2024)","stevencayer","20 January 2024","I can't believe MEAN GIRLS actually came out 20 years ago. I just remember how big of a pop culture moment it was back then. It had so many lines that people probably still use today, like it's ingrained in my generation. This generation is now getting a seat at the cafeteria table, MEAN GIRLS is back, this time based on the 2018 musical. For all you youngsters out there, this tells the story of a home-schooled teenage girl Cady (Angourie Rice) who moves from Kenya to dive head-first into the wild jungle that is high-school society. I have recently watched both versions now and here are the differences. The most obvious is that this version is a musical, full of songs that express the characters' feelings. To me, songs from musicals these days aren't very memorable, and this is no different. I've seen so many musicals just in the past month, maybe too many. My favorite one is still ACROSS THE UNIVERSE. Anyway, I'm glad Tina Fey went back in the writer's chair and revised some outdated phrases and racist stereotypes that were in the original. This is the first movie directed by the team of Samantha Jane and Arturo Perez Jr, and I believe they did the original justice. The cast is very good, especially the queen bee with a capital B Regina George, played by Reneé Rapp. She actually played her in the Broadway musical, and I can definitely see why. I also really enjoyed some cameos. The message still resonates; Try not to lose sight of who you are. We're all just figuring it out together. Overall, I had fun with this generation's MEAN GIRLS, even though it's a musical. Fetch is happening again. You go Glen Coco!","
            7/10
            "
"Mean Girls (2024)","southdavid","24 January 2024","I have seen ""Mean Girls"" before, but I think only once and, as a middle-aged man, it doesn't hold any special place in my heart. I did go and see this movie, of the musical, of the movie, of the book though and, whilst my expectations weren't particular high, I quite enjoyed it.Cady Heron (Angourie Rice) transfers to an American High School, having previously lived in Kenya with her mother. She makes friends with Janis (Auli'I Cravalho) and Damian (Jaquel Spivey) and they introduce her to the cliques and social structure of the school, which is ruled over by ""the plastics"" and their fearsome alpha leader Regina George (Renee Rapp). When the plastics offer Cady a chance to sit with them, Janis and Damian encourage her to go and report back on what they're like.Regardless of the origins, I generally quite like musicals and the songs in this one are excellent; memorable, witty and funny. They service the story wonderfully and there's regular meta gags that play with the form really well. They're also really well performed and choreographed. The acting performances are great too, with all the of principles great and elevating the material even more. Tina Fey and Tim Meadows reprise their roles from the original film. There's a great cameo from Busy Phillips as Regina's mother and another cameo, that I shouldn't spoil, later in the film that drew gasps from the audience in the screening I was in.I should say about that screening, that there were lots of young girls in there - preteens dragged by parents that I imagine were fans of the original film and I didn't think that the film was particularly suitable for them. There's nothing too bad, but I'd suggest that the content stretches the 12A certificate right to the very limit.I should tell you that my cool, aloof, cynicism stopped me from enjoying this one but, as I've gotten older, I'm finding that side of things increasingly tiresome. Give me a good time, and ""Mean Girls"" certainly is that.","
            1/10
            "
"Mean Girls (2024)","kaseybova","10 March 2024","I am completely APPALLED by the decisions made by the directors. What were they thinking when they decided to add CHRIS OLSEN to a montage. Just looking at his face ruins my entire mood in less than a second. His voice is so excruciatingly painful to listen to, and it automatically made my rating PLUMMET. Why have we not mentioned the fact that he's suddenly hanging out with celebrities that will forever be a level above him? Why the hell is he literally everywhere?!?! He didn't deserve to be at the big top events like the SAG Awards! So why should he be shown in a recreation of one of the most iconic movies of all time?! I'M SO SICK OF IT!!","
            6/10
            "
"Mean Girls (2024)","ethanbresnett","21 January 2024","It's not unexpected that Mean Girls doesn't reach the heights of its non-musical predecessor, but it's still a decently entertaining film even if it does feel a little redundant.There's probably not much point dwelling on the story as, barring a few minor updates and slight alterations in some of the finer details, it is the same as the 2004 film. It's a fun story just like the original so enough said on this point really.The real difference is of course the addition of the musical element, which for me just didn't quite work. None of the songs hit the mark in my opinion. I actually thought they were all very well staged and well performed, but they just weren't great songs. A bit of shame but thankfully the film does have the good story to fall back on so this wasn't as bad as it might otherwise have been.One of the real highlights is the performances, particularly Renee Rapp who truly shines as Regina George. When the role was so memorably played by Rachel McAdams it's a hard pair of shoes to fill, but she does it so well and is truly magnetic on screen. Angourie Rice is a little less convincing as Cady but still strong enough, and the rest of the plastics are spot on.Overall I think this film is perfectly decent. There are some great performances and the story speaks for itself, with a few updates giving it a bit of a new flavour. It's just a shame that the songs let it down slightly.","
            2/10
            "
"Mean Girls (2024)","tommygorman-07488","9 March 2024","Seriously, wtf was this? This was TERRIBLE. I don't want to be mean-no pun intended, but this was bad. All of the bad detailed reviews were spot on.It's not bad because it's a musical-it's bad because of the acting, the characters, the jokes etc. This movie is a parody of an amazing movie. Tina Fey should be ashamed; who directed this? I couldn't make it past half way, unfortunately. Tina Fey, I love you but what was this?Save your time and don't watch this. It's not even enjoyable to hate watch. It's just bad. Like really, really bad. Acting, cast and directing. The writing was bad too :/","
            2/10
            "
"Mean Girls (2024)","sjfitness","1 March 2024","Myself and my friends all aged 31 went to watch this as we watched the original together as teenagers on sleepovers and was hoping to relive the experience. However we did not know that this was a musical every 5 mins there was a song which completely ruined it for us. It was not funny and did not do the original justice, we spent the entire time laughing and shouting in despair when yet another song started. Also the womens playing the teenager parts all looked way too grown up, the clothes were overly revealing. This made us feel super old watching the film, who knows the younger generation may like it.","
            10/10
            "
"Mean Girls (2024)","lexitwing","11 January 2024","I never write reviews but i loved this movie so much that i had to give it ten stars. All of the actors did such an incredible job and really embodied the characters the same as the original movie. I thought that I would have been disappointed with one of the characters but I loved everyone. There are a bunch of easter eggs which gives the fans something to look for. They changed the plot just enough so that it would add but no one would be upset and I loved all the changes. I loved the original and was definitely a fan and this one didn't disappoint me at all. I think it rivals the original and I know it hasn't gotten rave reviews but I don't know why because there was literally nothing wrong with this movie.","
            5/10
            "
"Mean Girls (2024)","iamleahsilverio","27 February 2024","I spent time watching this remake but it was cringy and should not have been a musical. It was distracting.The actors that played Karen and Cady were super cringy. They were all trying so hard to imitate the original cast but it didn't fit them really. Aaron should have been played by someone more attractive.I loved the actor who played Regina, she's so confident with her body that she was so hot and a bad-ass. I also loved the actors who played Gretchen, Janis and Damian. They were all natural and should have their own comedy movie.It would be great if it was a different mean girls story.","
            2/10
            "
"Mean Girls (2024)","Rkrasny","25 February 2024","Acting is horrible. Cringe. It's basically trying to be mean girls with no originality and creativity. Would've been better with all new characters and plot. Taking from the original and having these actors portray the original was not a good call. Overacted and forced all the way. I felt embarrassed watching this with my husband. Nothing was funny. Also, why does all the high schoolers look like they are in their thirties. I want 2 hours of my life back. This was horrid. The musical part of the movie was hard to sit through too. It would've been much better with new characters and plot that identifies more to Gen Z. Just not funny or worth the watch.","
            7/10
            "
"Mean Girls (2024)","mariastamatiou-95689","22 February 2024","I loved mean girls and then we have this! It takes the old jokes and they used them trashy! I really like musicals but this one doesn't work for me. The songs are not good (i liked only one from Regina). I don't recommend at all. I get bored half of the movie and i didn't like the cast at all! Ok i liked the part that i saw some old characters but I think that from plastics only new Regina was worth watching( of course the original is way better but at least she tried). I think Tina fey should stay to the original in the first place without making mean girls 2 or the musical. It's was a good recipe but only for 1 time.","
            8/10
            "
